"Room","Building","Weekday","Availability","Effective Start Date","Effective End Date","Status","Capacity","Type","Features","Online Room","Hide in Scheduling","Notes"
"BX1310","BRONX","Tuesday","8:00AM-10:00PM","","","Active","10","classroom","Furniture - Table (Shared Long Tables), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets","false","true",""
"BX1310","BRONX","Wednesday","8:00AM-10:00PM","","","Active","10","classroom","Furniture - Table (Shared Long Tables), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets","false","true",""
"BX1310","BRONX","Thursday","8:00AM-10:00PM","","","Active","10","classroom","Furniture - Table (Shared Long Tables), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets","false","true",""
"BX1310","BRONX","Friday","8:00AM-10:00PM","","","Active","10","classroom","Furniture - Table (Shared Long Tables), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets","false","true",""
"BX1310","BRONX","Saturday","8:00AM-10:00PM","","","Active","10","classroom","Furniture - Table (Shared Long Tables), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets","false","true",""
"BX1320","BRONX","Sunday","8:00AM-8:30AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Sunday","11:20AM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Monday","8:00AM-9:00AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Monday","10:00AM-10:30AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Monday","12:30PM-2:30PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Monday","5:30PM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Tuesday","8:00AM-8:30AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Tuesday","11:20AM-11:40AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Tuesday","2:30PM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Wednesday","8:00AM-9:00AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Wednesday","10:00AM-10:30AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Wednesday","12:30PM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Thursday","8:00AM-9:00AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Thursday","12:00PM-2:30PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Thursday","5:30PM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Friday","8:00AM-9:00AM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Friday","10:00AM-2:30PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Friday","5:30PM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1320","BRONX","Saturday","8:00AM-10:00PM","","","Active","65","classroom","Bronx Classroom, Furniture - Cabinets, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (triangular desks), Furniture - Whiteboard, No Windows, Receptacles/Power Outlets, Technology - AV technology Space, Technology - Level 2, Technology - Projector (basic), Technology - Projector Screen, Technology - TV / DVD","false","false",""
"BX1330","BRONX","Sunday","8:00AM-10:00PM","","","Active","20","classroom","Bronx Classroom, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Computer, No Windows, Receptacles/Power Outlets, Safety - Hand Sanitizer (wipes/gel), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 1, Technology - Printer, Technology - Projector (basic), Technology - Projector Screen, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Telephone (standard)","false","false",""
"BX1330","BRONX","Monday","8:00AM-10:05AM","","","Active","20","classroom","Bronx Classroom, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Computer, No Windows, Receptacles/Power Outlets, Safety - Hand Sanitizer (wipes/gel), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 1, Technology - Printer, Technology - Projector (basic), Technology - Projector Screen, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Telephone (standard)","false","false",""
"BX1330","BRONX","Monday","11:25AM-11:40AM","","","Active","20","classroom","Bronx Classroom, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Computer, No Windows, Receptacles/Power Outlets, Safety - Hand Sanitizer (wipes/gel), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 1, Technology - Printer, Technology - Projector (basic), Technology - Projector Screen, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Telephone (standard)","false","false",""
"BX1330","BRONX","Monday","2:30PM-7:15PM","","","Active","20","classroom","Bronx Classroom, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Computer, No Windows, Receptacles/Power Outlets, Safety - Hand Sanitizer (wipes/gel), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 1, Technology - Printer, Technology - Projector (basic), Technology - Projector Screen, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Telephone (standard)","false","false",""
"BX1330","BRONX","Tuesday","8:00AM-11:40AM","","","Active","20","classroom","Bronx Classroom, Furniture - Instructor's Table, Furniture - Table (Shared Long Tables), Furniture - Whiteboard, Lab - Computer, No Windows, Receptacles/Power Outlets, Safety - Hand Sanitizer (wipes/gel), Technology - AV technology Space, Technology - Computer Stations, Technology - Level 1, Technology - Printer, Technology - Projector (basic), Technology - Projector Screen, Technology - Software Available: Console8 (excel certification), Technology - Software Available: Gmetrix, Telephone (standard)","false","false",""
